,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
test,2172,20,RL,72.0,9216.0,Pave,1,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975.0,1975.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,1,3,CBlock,2,3,3,5,294.0,1,0.0,782.0,1076.0,GasA,3,Y,SBrkr,1076.0,0.0,0.0,1076.0,0,0,1,1,3,1,2,5,6,1,2,Attchd,1985.0,1,2,576.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,9,2008,WD,Abnorml,
test,2173,20,RL,40.0,14330.0,Pave,1,Lvl,3,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975.0,2001.0,Gable,CompShg,Plywood,Wd Sdng,None,0.0,1,3,CBlock,2,3,1,3,88.0,5,596.0,180.0,864.0,GasA,3,Y,SBrkr,1558.0,0.0,0.0,1558.0,1,0,2,0,2,1,2,5,3,0,0,Attchd,1975.0,3,2,440.0,3,3,2,140.0,0.0,239.0,0.0,227.0,0.0,0,0,0.0,8,2008,WD,Normal,
test,2174,60,RL,74.0,10400.0,Pave,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001.0,2001.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,2,3,PConc,3,3,1,1,0.0,1,0.0,1257.0,1257.0,GasA,5,Y,SBrkr,1290.0,871.0,0.0,2161.0,0,0,2,1,3,1,3,8,6,1,3,Attchd,2001.0,2,2,570.0,3,3,2,0.0,84.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2008,WD,Normal,
test,2175,60,RL,60.0,9720.0,Pave,1,Lvl,3,CulDSac,0,CollgCr,Norm,Norm,1Fam,2Story,9,5,2001.0,2002.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,2,3,PConc,3,3,2,6,1194.0,1,0.0,163.0,1357.0,GasA,5,Y,SBrkr,1366.0,581.0,0.0,1947.0,1,0,2,1,3,1,3,7,6,1,3,Attchd,2001.0,3,3,725.0,3,3,2,168.0,116.0,0.0,0.0,0.0,0.0,0,0,0.0,1,2008,WD,Normal,
test,2176,20,RL,65.0,14860.0,Pave,2,Lvl,3,CulDSac,0,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002.0,2003.0,Hip,CompShg,VinylSd,VinylSd,BrkFace,240.0,2,3,PConc,4,3,4,6,1538.0,1,0.0,240.0,1778.0,GasA,5,Y,SBrkr,1786.0,0.0,0.0,1786.0,1,0,2,0,3,1,3,6,6,1,4,Attchd,2002.0,2,3,715.0,3,3,2,182.0,35.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2008,WD,Normal,
test,2177,60,RL,41.0,10905.0,Pave,2,Lvl,3,CulDSac,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,3,3,1,1,0.0,1,0.0,1129.0,1129.0,GasA,5,Y,SBrkr,1129.0,1198.0,0.0,2327.0,0,0,2,1,4,1,3,9,6,1,4,BuiltIn,2003.0,2,2,596.0,3,3,2,0.0,57.0,0.0,0.0,0.0,0.0,0,0,0.0,8,2008,WD,Normal,
test,2178,60,RL,96.0,11690.0,Pave,1,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999.0,2000.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,192.0,2,3,PConc,3,3,3,1,0.0,1,0.0,850.0,850.0,GasA,5,Y,SBrkr,886.0,878.0,0.0,1764.0,0,0,2,1,3,1,3,7,6,1,3,Attchd,1999.0,1,2,560.0,3,3,2,120.0,29.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2008,WD,Normal,
test,2179,120,RM,50.0,4426.0,Pave,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,2,3,PConc,3,3,2,6,662.0,1,0.0,186.0,848.0,GasA,5,Y,SBrkr,848.0,0.0,0.0,848.0,1,0,1,0,1,1,3,3,6,0,0,Attchd,2004.0,2,2,420.0,3,3,2,140.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2,2008,WD,Normal,
test,2180,90,RM,83.0,10126.0,Pave,0,Lvl,3,Corner,0,CollgCr,Norm,Norm,Duplex,SFoyer,6,5,1997.0,1998.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,4,PConc,3,3,4,6,1593.0,2,162.0,83.0,1838.0,GasA,5,Y,SBrkr,1838.0,0.0,0.0,1838.0,2,0,2,0,2,2,2,8,6,0,0,Attchd,1998.0,1,3,721.0,3,3,2,160.0,67.0,0.0,0.0,0.0,0.0,0,0,0.0,7,2008,WD,Abnorml,
test,2181,20,RL,75.0,9750.0,Pave,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,50.0,2,3,PConc,3,3,2,6,24.0,1,0.0,1421.0,1445.0,GasA,5,Y,SBrkr,1445.0,0.0,0.0,1445.0,0,0,2,0,3,1,3,6,6,0,0,Attchd,2004.0,1,2,470.0,3,3,2,0.0,35.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2008,WD,Normal,
test,2182,20,RL,85.0,11058.0,Pave,0,Lvl,3,Corner,0,CollgCr,Norm,Norm,1Fam,1Story,7,6,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,2,3,PConc,3,3,1,6,56.0,1,0.0,1508.0,1564.0,GasA,5,Y,SBrkr,1564.0,0.0,0.0,1564.0,0,0,2,0,3,1,3,6,6,0,0,Attchd,2007.0,2,3,814.0,3,3,2,0.0,24.0,0.0,0.0,0.0,0.0,0,0,0.0,2,2008,WD,Normal,
test,2183,20,RL,74.0,9627.0,Pave,0,Lvl,3,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007.0,2007.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,3,3,3,6,24.0,1,0.0,1327.0,1351.0,GasA,5,Y,SBrkr,1361.0,0.0,0.0,1361.0,0,0,2,0,3,1,3,6,6,0,0,Attchd,2007.0,2,2,610.0,3,3,2,0.0,50.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2008,WD,Normal,
test,2184,20,RL,75.0,9825.0,Pave,0,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,5,1966.0,1966.0,Hip,CompShg,HdBoard,HdBoard,None,0.0,1,3,CBlock,2,3,1,3,609.0,1,0.0,483.0,1092.0,GasA,3,Y,SBrkr,1092.0,0.0,0.0,1092.0,0,0,1,0,3,1,2,6,6,0,0,Attchd,1966.0,1,1,264.0,3,3,2,259.0,0.0,0.0,0.0,161.0,0.0,0,1,0.0,4,2008,COD,Abnorml,
test,2185,85,RL,64.0,12102.0,Pave,0,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976.0,1976.0,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,1,3,CBlock,3,4,4,5,456.0,1,0.0,0.0,456.0,GasA,5,Y,SBrkr,1033.0,0.0,0.0,1033.0,0,1,1,0,3,1,2,6,6,0,0,Attchd,1976.0,2,2,504.0,2,3,2,224.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4,2008,WD,Family,
test,2186,20,RL,65.0,6500.0,Pave,0,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,1Story,6,6,1976.0,1976.0,Hip,CompShg,HdBoard,Plywood,BrkFace,84.0,1,3,CBlock,2,0,1,4,1033.0,1,0.0,94.0,1127.0,GasA,3,Y,SBrkr,1127.0,0.0,0.0,1127.0,0,1,1,1,3,1,2,6,6,1,1,Attchd,1991.0,1,2,480.0,3,3,2,0.0,0.0,138.0,0.0,0.0,0.0,0,0,0.0,5,2008,WD,Normal,
test,2187,80,RL,55.0,9638.0,Pave,1,Lvl,3,CulDSac,0,Edwards,Norm,Norm,1Fam,SLvl,6,6,1977.0,1977.0,Hip,CompShg,Plywood,Plywood,None,0.0,1,3,CBlock,2,3,3,5,368.0,3,120.0,541.0,1029.0,GasA,3,Y,SBrkr,1117.0,0.0,0.0,1117.0,1,0,1,0,3,1,2,6,6,1,2,Attchd,1977.0,2,2,542.0,3,3,2,292.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,11,2008,WD,Normal,
test,2188,60,RL,72.0,7200.0,Pave,0,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,2Story,6,7,1976.0,2001.0,Hip,CompShg,Plywood,Plywood,None,0.0,1,3,CBlock,2,3,3,5,288.0,1,0.0,396.0,684.0,GasA,3,Y,SBrkr,684.0,714.0,0.0,1398.0,0,0,1,1,3,1,2,6,6,1,3,Attchd,1976.0,3,2,440.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,2,2008,WD,Normal,
test,2189,20,RL,123.0,47007.0,Pave,1,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,7,1959.0,1996.0,Gable,CompShg,Plywood,Plywood,None,0.0,1,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,3820.0,0.0,0.0,3820.0,0,0,3,1,5,1,4,11,6,2,4,Attchd,1959.0,1,2,624.0,3,3,2,0.0,372.0,0.0,0.0,0.0,0.0,0,0,0.0,7,2008,WD,Normal,
test,2190,90,RL,65.0,6012.0,Pave,0,Lvl,3,Corner,0,Edwards,Norm,Norm,Duplex,1Story,4,5,1955.0,1955.0,Gable,CompShg,AsbShng,Plywood,None,0.0,1,2,PConc,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,N,SBrkr,1152.0,0.0,0.0,1152.0,0,0,2,0,2,2,2,6,6,0,0,Detchd,1895.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2008,WD,AdjLand,
test,2191,90,RL,74.0,6845.0,Pave,0,Lvl,3,Inside,0,Edwards,Norm,Norm,Duplex,1Story,4,5,1955.0,1955.0,Gable,CompShg,WdShing,Wd Shng,BrkFace,58.0,1,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,N,FuseF,1152.0,0.0,0.0,1152.0,0,0,2,0,2,2,2,6,6,0,0,Detchd,1910.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,7,2008,WD,Normal,
test,2192,190,RL,56.0,6931.0,Pave,0,Lvl,3,Inside,0,Edwards,Norm,Norm,2fmCon,1Story,4,5,1955.0,1955.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,CBlock,2,3,3,5,784.0,1,0.0,0.0,784.0,GasA,3,N,FuseP,784.0,0.0,0.0,784.0,1,0,1,0,2,1,2,4,6,0,0,Detchd,1910.0,0,0,0.0,0,0,2,112.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,5,2008,WD,Normal,
test,2193,50,RL,60.0,12180.0,Pave,0,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1938.0,2007.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,PConc,2,3,1,1,0.0,1,0.0,585.0,585.0,GasA,4,Y,FuseF,585.0,468.0,0.0,1053.0,0,0,1,1,2,1,4,5,6,0,0,Detchd,1920.0,0,0,0.0,0,0,0,42.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,2008,WD,Family,
test,2194,50,RL,57.0,8050.0,Pave,0,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1947.0,1993.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,4,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,Y,SBrkr,929.0,208.0,0.0,1137.0,0,0,1,1,4,1,2,8,5,0,0,Detchd,1925.0,0,0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,4,2008,WD,Normal,
test,2195,20,RL,68.0,9520.0,Pave,0,Bnk,3,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,5,1953.0,1953.0,Gable,CompShg,MetalSd,MetalSd,Stone,115.0,1,3,CBlock,3,3,1,3,767.0,1,0.0,144.0,911.0,GasA,3,Y,SBrkr,930.0,0.0,0.0,930.0,0,0,1,0,2,1,2,5,6,0,0,Attchd,1953.0,2,1,286.0,3,3,2,134.0,0.0,0.0,0.0,0.0,0.0,0,1,3000.0,5,2008,WD,Normal,
test,2196,80,RL,62.0,7692.0,Pave,0,Bnk,3,Inside,1,Edwards,Norm,Norm,1Fam,SLvl,4,6,1954.0,1954.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,CBlock,4,3,3,1,0.0,1,0.0,416.0,416.0,GasA,4,Y,FuseA,1204.0,0.0,0.0,1204.0,0,0,1,0,3,1,2,6,6,0,0,Basment,1954.0,1,1,312.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,11,2008,WD,Abnorml,
test,2197,30,RL,67.0,5142.0,Pave,0,Lvl,3,Inside,0,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1923.0,2008.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,PConc,2,3,1,5,224.0,1,0.0,725.0,949.0,GasA,3,Y,SBrkr,949.0,343.0,0.0,1292.0,0,0,1,1,3,1,3,6,6,0,0,Detchd,1923.0,1,1,205.0,3,3,0,0.0,0.0,183.0,0.0,0.0,0.0,0,0,0.0,6,2008,WD,Normal,
test,2198,30,RL,60.0,7290.0,Pave,0,Lvl,3,Corner,0,SWISU,Norm,Norm,1Fam,1Story,7,8,1921.0,1950.0,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,1,3,BrkTil,2,3,1,1,0.0,1,0.0,1228.0,1228.0,GasA,5,Y,SBrkr,1424.0,0.0,0.0,1424.0,0,0,2,0,2,1,2,7,6,1,4,Attchd,1921.0,1,1,312.0,3,3,2,0.0,0.0,90.0,0.0,0.0,0.0,0,0,0.0,4,2008,WD,Normal,
test,2199,90,RL,64.0,7804.0,Pave,0,Lvl,3,Inside,0,SWISU,Norm,Norm,Duplex,2.5Unf,6,7,1930.0,1950.0,Gable,CompShg,Stucco,Stucco,None,0.0,1,3,BrkTil,2,3,1,5,281.0,3,679.0,0.0,960.0,GasA,5,Y,SBrkr,960.0,960.0,0.0,1920.0,2,0,2,2,4,2,2,10,6,2,4,Detchd,1930.0,1,2,480.0,3,3,2,248.0,0.0,121.0,0.0,0.0,0.0,0,0,0.0,7,2008,WD,Abnorml,
test,2200,70,RL,66.0,8969.0,Pave,0,Bnk,3,Inside,0,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926.0,1950.0,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,BrkTil,2,3,1,4,379.0,1,0.0,265.0,644.0,GasA,5,Y,SBrkr,672.0,644.0,0.0,1316.0,1,0,1,0,2,1,2,6,6,1,4,Detchd,2001.0,1,1,369.0,3,3,1,0.0,0.0,0.0,0.0,192.0,0.0,0,1,0.0,7,2008,WD,Normal,
test,2201,50,RL,63.0,15564.0,Pave,0,Lvl,3,Inside,0,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914.0,1995.0,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,1,3,BrkTil,3,3,1,1,0.0,1,0.0,676.0,676.0,GasA,5,Y,SBrkr,676.0,588.0,0.0,1264.0,0,0,1,0,3,1,2,6,6,0,0,Detchd,1994.0,1,2,400.0,3,3,2,424.0,0.0,0.0,0.0,0.0,0.0,0,0,400.0,1,2008,WD,Normal,
test,2202,70,RL,54.0,7609.0,Pave,0,Lvl,3,Corner,0,Crawfor,Norm,Norm,1Fam,2Story,8,9,1925.0,1997.0,Gable,CompShg,Stucco,Stucco,None,0.0,2,4,PConc,1,3,1,5,406.0,1,0.0,392.0,798.0,GasA,5,Y,SBrkr,798.0,714.0,0.0,1512.0,1,0,2,0,3,1,3,7,6,1,4,Detchd,1925.0,1,1,180.0,3,3,1,85.0,16.0,41.0,0.0,0.0,0.0,0,4,0.0,6,2008,WD,Normal,
test,2203,70,RL,70.0,9650.0,Pave,1,HLS,3,Corner,0,Crawfor,Norm,Norm,1Fam,2Story,6,3,1923.0,1950.0,Hip,CompShg,Wd Sdng,Plywood,None,0.0,1,3,BrkTil,2,3,1,1,0.0,1,0.0,784.0,784.0,GasA,3,Y,SBrkr,819.0,784.0,0.0,1603.0,0,0,1,0,4,1,2,7,6,1,4,Detchd,1980.0,1,2,599.0,3,3,2,0.0,217.0,0.0,0.0,0.0,0.0,0,0,0.0,6,2008,WD,Normal,
test,2204,50,RL,72.0,11700.0,Pave,1,HLS,3,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1937.0,1995.0,Gable,CompShg,WdShing,Wd Shng,None,0.0,1,3,CBlock,2,3,1,4,606.0,1,0.0,336.0,942.0,GasA,5,Y,SBrkr,1265.0,673.0,0.0,1938.0,0,0,2,0,4,1,3,7,3,1,4,Attchd,1937.0,1,1,240.0,3,3,2,0.0,40.0,0.0,0.0,0.0,0.0,0,0,0.0,7,2008,WD,Normal,
test,2205,50,RL,53.0,9260.0,Pave,1,HLS,3,Inside,0,Crawfor,Feedr,Norm,1Fam,1.5Fin,5,4,1938.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,BrkTil,2,3,1,1,0.0,1,0.0,884.0,884.0,GasA,3,Y,FuseF,932.0,442.0,0.0,1374.0,0,0,1,0,3,1,2,6,6,0,0,Detchd,1938.0,1,1,225.0,3,3,2,64.0,0.0,0.0,0.0,100.0,0.0,0,0,0.0,3,2008,WD,Normal,
test,2206,20,RL,79.0,7801.0,Pave,1,Lvl,3,Corner,0,Crawfor,Feedr,Norm,1Fam,1Story,6,5,1951.0,1951.0,Hip,CompShg,WdShing,Plywood,BrkFace,88.0,1,2,PConc,2,3,1,3,500.0,1,0.0,591.0,1091.0,GasA,2,N,FuseA,1091.0,0.0,0.0,1091.0,0,1,1,0,2,1,2,5,6,1,3,Attchd,1951.0,3,1,344.0,3,3,2,66.0,105.0,0.0,0.0,221.0,0.0,0,1,0.0,5,2008,WD,Normal,
test,2207,70,RL,100.0,9670.0,Pave,1,HLS,3,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,8,6,1935.0,1950.0,Gable,CompShg,BrkFace,Stucco,Stone,40.0,1,3,PConc,2,2,1,2,210.0,1,0.0,398.0,608.0,GasA,3,Y,SBrkr,983.0,890.0,0.0,1873.0,0,0,1,1,4,1,2,9,6,2,4,2Types,1935.0,3,2,786.0,2,3,2,0.0,0.0,207.0,0.0,0.0,0.0,0,0,0.0,6,2008,WD,Alloca,
test,2208,50,RL,70.0,12392.0,Pave,0,Bnk,3,Inside,0,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1950.0,2000.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,4,CBlock,2,4,1,6,435.0,1,0.0,397.0,832.0,GasA,5,Y,SBrkr,1218.0,943.0,0.0,2161.0,1,0,2,1,3,1,3,8,6,2,3,Attchd,1994.0,3,2,506.0,3,3,2,0.0,96.0,0.0,0.0,0.0,0.0,0,0,0.0,4,2008,WD,Normal,
test,2209,20,RL,56.0,26073.0,Pave,1,Lvl,3,CulDSac,0,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956.0,1956.0,Gable,CompShg,BrkFace,MetalSd,None,0.0,1,3,PConc,2,3,1,3,1116.0,1,0.0,782.0,1898.0,GasA,5,Y,FuseA,1898.0,0.0,0.0,1898.0,0,0,2,1,3,1,2,7,6,2,3,Attchd,1956.0,1,2,484.0,3,3,2,0.0,51.0,224.0,0.0,0.0,0.0,0,1,0.0,4,2008,WD,Normal,
test,2210,160,RM,24.0,1879.0,Pave,0,Lvl,3,CulDSac,0,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980.0,1980.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,3,CBlock,3,3,1,6,366.0,1,0.0,150.0,516.0,GasA,3,Y,SBrkr,516.0,516.0,0.0,1032.0,0,0,1,0,2,1,2,5,6,1,3,Detchd,1980.0,1,2,462.0,3,3,2,213.0,0.0,0.0,0.0,0.0,0.0,0,4,0.0,12,2008,WD,Normal,
test,2211,30,RM,50.0,7000.0,Pave,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1926.0,1998.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,4,BrkTil,2,3,1,3,299.0,6,40.0,555.0,894.0,GasA,3,Y,SBrkr,919.0,0.0,0.0,919.0,1,0,1,0,2,1,2,5,6,0,0,Detchd,1926.0,1,1,195.0,3,3,1,0.0,0.0,116.0,0.0,0.0,0.0,0,1,0.0,7,2008,WD,Normal,
test,2212,50,RM,60.0,6000.0,Pave,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,8,1940.0,2006.0,Gable,CompShg,VinylSd,VinylSd,None,0.0,1,3,CBlock,1,3,1,1,0.0,1,0.0,720.0,720.0,GasA,4,Y,SBrkr,760.0,330.0,0.0,1090.0,0,0,1,0,3,1,2,5,6,0,0,Detchd,1940.0,1,1,240.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,7,2008,WD,Normal,
test,2213,50,RM,58.0,8155.0,Pave,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,CBlock,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,4,Y,FuseA,780.0,420.0,0.0,1200.0,0,0,1,0,4,1,2,7,6,0,0,Detchd,1920.0,0,0,0.0,0,0,2,0.0,0.0,96.0,0.0,0.0,0.0,0,0,0.0,7,2008,WD,Normal,
test,2214,80,RM,75.0,6000.0,Pave,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,SLvl,5,5,1967.0,1967.0,Hip,CompShg,HdBoard,Plywood,None,0.0,0,3,CBlock,3,3,2,3,257.0,1,0.0,367.0,624.0,GasA,5,Y,SBrkr,1092.0,564.0,0.0,1656.0,0,0,1,1,3,1,2,7,2,1,1,Attchd,1967.0,1,1,288.0,3,3,2,0.0,180.0,0.0,0.0,100.0,0.0,0,1,0.0,7,2008,WD,Normal,
test,2215,30,RM,60.0,7392.0,Pave,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930.0,1995.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,BrkTil,2,3,1,1,0.0,1,0.0,520.0,520.0,GasA,3,Y,FuseA,912.0,0.0,0.0,912.0,0,0,1,0,2,1,2,5,6,0,0,Detchd,1934.0,2,1,360.0,3,3,2,0.0,90.0,0.0,0.0,0.0,0.0,0,0,0.0,5,2008,WD,Normal,
test,2216,50,RM,75.0,9000.0,Pave,0,Lvl,3,Inside,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1958.0,1958.0,Gable,CompShg,WdShing,Wd Shng,BrkFace,162.0,1,3,CBlock,2,3,1,5,330.0,1,0.0,821.0,1151.0,GasA,4,Y,FuseA,1151.0,804.0,0.0,1955.0,0,0,2,0,4,1,2,7,6,0,0,Attchd,1958.0,3,1,356.0,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,2008,WD,Normal,
test,2217,20,RL,80.0,14584.0,Pave,0,Low,3,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,1,5,1952.0,1952.0,Gable,CompShg,AsbShng,VinylSd,None,0.0,0,1,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,1,N,FuseA,733.0,0.0,0.0,733.0,0,0,1,0,2,1,1,4,6,0,0,Detchd,1952.0,1,2,487.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2,2008,WD,Abnorml,
test,2218,70,C (all),60.0,5280.0,Pave,0,Lvl,3,Corner,0,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,1895.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,3,Stone,0,2,1,1,0.0,1,0.0,173.0,173.0,GasA,5,N,SBrkr,825.0,536.0,0.0,1361.0,0,0,1,0,2,1,2,6,6,0,0,Detchd,1895.0,1,1,185.0,2,3,2,0.0,123.0,0.0,0.0,0.0,0.0,0,0,0.0,7,2008,WD,Normal,
test,2219,50,C (all),52.0,5150.0,Pave,0,Lvl,3,Corner,0,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7,1910.0,2000.0,Gable,CompShg,Plywood,Plywood,None,0.0,1,3,PConc,0,3,1,1,0.0,1,0.0,356.0,356.0,GasA,3,N,FuseA,671.0,378.0,0.0,1049.0,0,0,1,0,2,1,2,5,6,0,0,Detchd,1910.0,1,1,195.0,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,5,2008,WD,Normal,
test,2220,70,C (all),60.0,9000.0,Grvl,0,Bnk,3,Inside,0,IDOTRR,Norm,Norm,1Fam,2Story,4,6,1920.0,1950.0,Gable,CompShg,MetalSd,MetalSd,None,0.0,1,3,Stone,1,2,2,1,0.0,1,0.0,592.0,592.0,GasA,5,Y,SBrkr,432.0,432.0,0.0,864.0,0,0,1,1,3,1,1,5,3,0,0,Detchd,1920.0,1,1,216.0,2,2,0,0.0,30.0,160.0,0.0,0.0,0.0,0,0,0.0,6,2008,WD,Normal,
test,2221,120,RM,44.0,3843.0,Pave,1,HLS,3,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007.0,2008.0,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,3,3,PConc,4,3,4,6,1476.0,1,0.0,120.0,1596.0,GasA,5,Y,SBrkr,1648.0,0.0,0.0,1648.0,1,1,2,0,2,1,4,5,6,1,4,Attchd,2007.0,3,2,525.0,3,3,2,162.0,53.0,0.0,153.0,0.0,0.0,0,0,0.0,8,2008,New,Partial,
test,2222,120,RM,44.0,3811.0,Pave,1,HLS,3,Inside,1,Crawfor,Norm,Norm,TwnhsE,1Story,7,5,2004.0,2005.0,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,2,3,PConc,4,3,4,6,1474.0,1,0.0,120.0,1594.0,GasA,5,Y,SBrkr,1646.0,0.0,0.0,1646.0,1,1,2,0,2,1,4,5,6,1,4,Attchd,2004.0,3,2,482.0,3,3,2,128.0,53.0,0.0,0.0,155.0,0.0,0,0,0.0,7,2008,WD,Normal,
