split,Id,MSSubClass,MSZoning,Neighborhood,LandContour,LotConfig,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,SaleType,SaleCondition,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,KitchenAbvGr,KitchenQual,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageQual,GarageCond,LotShape,Fence,LandSlope,PavedDrive,PoolQC,MoSold,YrSold,YearBuilt,YearRemodAdd,GarageYrBlt,GrLivArea,GarageArea,LotFrontage,LotArea,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,SalePrice
test,2474,50,RM,IDOTRR,Lvl,Corner,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,COD,Abnorml,4,1,0,2,2,2,1,1,1,2,0,0,2,0,3,6,1,2,6,0,0,1,1,3,2,0,0,0,0,0,9,2007,1910,1950,1910,1484.0,264.0,60.0,10320.0,0.0,0.0,0.0,771.0,771.0,866.0,504.0,114.0,14.0,211.0,0.0,0.0,84.0,0.0,
test,2475,70,RL,Sawyer,Bnk,Inside,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,7,8,1,4,2,3,1,5,1,3,1,0,1,1,3,7,1,2,6,2,4,3,2,3,3,0,0,0,2,0,4,2007,1937,1980,1937,2267.0,498.0,107.0,12888.0,0.0,288.0,0.0,717.0,1005.0,1262.0,1005.0,0.0,521.0,0.0,0.0,0.0,0.0,0.0,
test,2476,190,RL,SWISU,Lvl,Corner,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,N,SBrkr,Detchd,WD,Normal,5,6,1,3,2,3,1,5,1,3,1,0,1,0,2,4,1,2,6,0,0,1,1,3,3,1,1,0,2,0,7,2007,1942,1979,1942,1282.0,240.0,59.0,4484.0,0.0,485.0,0.0,187.0,672.0,778.0,504.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,
test,2477,190,RL,Sawyer,Lvl,Inside,Norm,Norm,2fmCon,SFoyer,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,5,5,1,3,3,3,3,5,1,3,1,0,1,0,3,6,1,2,6,0,0,1,1,3,3,0,1,0,2,0,3,2007,1963,1963,1963,999.0,308.0,75.0,11235.0,0.0,925.0,0.0,0.0,925.0,999.0,0.0,0.0,40.0,176.0,0.0,0.0,0.0,0.0,
test,2478,85,RL,Sawyer,Lvl,Inside,Norm,Norm,1Fam,SFoyer,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,5,5,1,3,3,3,3,4,1,4,1,0,1,0,2,6,1,2,3,1,3,1,2,3,3,0,0,0,2,0,11,2007,1964,1980,1964,1452.0,572.0,75.0,11235.0,30.0,785.0,0.0,635.0,1420.0,1452.0,0.0,0.0,92.0,0.0,88.0,0.0,0.0,0.0,
test,2479,20,RL,Sawyer,Lvl,Inside,Feedr,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,4,3,1,3,2,3,1,3,2,3,1,0,1,0,3,5,1,2,6,0,0,1,2,3,3,0,1,0,0,0,7,2007,1964,1964,1964,1005.0,440.0,62.0,14299.0,0.0,513.0,144.0,348.0,1005.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,2480,80,RL,Sawyer,Lvl,Inside,Norm,Norm,1Fam,SLvl,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,5,8,2,4,2,3,4,2,4,3,0,1,2,0,3,5,1,2,6,1,1,1,2,3,3,1,0,0,2,0,5,2007,1964,2001,1970,1020.0,528.0,65.0,14149.0,49.99999999999999,68.0,722.0,190.0,980.0,1020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,2481,20,RL,Sawyer,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,5,4,1,3,2,3,3,3,4,3,1,0,1,0,3,6,1,2,6,0,0,2,1,3,3,1,1,0,2,0,2,2007,1966,1966,1966,1040.0,264.0,88.0,11677.0,442.0,249.0,761.0,30.0,1040.0,1040.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,
test,2482,190,RL,Sawyer,Lvl,FR3,Feedr,Norm,2fmCon,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,5,6,1,3,3,3,3,6,1,4,1,0,1,0,2,6,1,2,6,0,0,1,2,3,3,0,4,0,2,0,5,2007,1971,1990,1989,868.0,576.0,70.0,8425.0,0.0,748.0,0.0,20.0,768.0,868.0,0.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,
test,2483,20,RL,Sawyer,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,5,5,1,3,2,3,2,3,4,3,0,0,1,0,3,5,1,2,6,0,0,2,1,3,3,1,0,0,2,0,1,2007,1968,1968,1968,897.0,264.0,86.0,8665.0,89.0,168.0,288.0,420.0,876.0,897.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,2484,20,RL,Sawyer,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,5,5,1,4,2,3,1,2,4,3,1,0,1,0,2,5,1,2,6,0,0,1,2,3,3,1,0,0,2,0,6,2007,1967,1967,1972,943.0,528.0,59.0,8398.0,323.0,114.0,529.0,300.0,943.0,943.0,0.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,
test,2485,20,RL,Sawyer,Lvl,Corner,Feedr,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,5,7,1,4,2,3,1,3,5,5,1,0,1,0,3,6,1,3,6,0,0,1,1,3,3,0,1,0,2,0,7,2007,1966,1966,1966,912.0,315.0,65.0,8169.0,0.0,216.0,435.0,261.0,912.0,912.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,
test,2486,20,RL,Sawyer,Bnk,Inside,PosA,Norm,1Fam,1Story,Hip,CompShg,BrkFace,BrkFace,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,5,5,1,3,2,3,1,3,5,4,1,0,1,0,3,6,1,2,6,1,4,1,1,3,3,0,0,1,2,0,12,2007,1956,1998,1956,1375.0,323.0,81.0,14175.0,0.0,386.0,522.0,332.0,1240.0,1375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,2487,60,RL,Sawyer,Lvl,Inside,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,5,4,1,2,3,3,1,4,1,2,0,0,3,0,4,11,1,2,2,1,4,1,2,3,3,0,0,0,2,0,5,2007,1920,1996,1946,2654.0,638.0,99.0,16779.0,356.0,267.0,0.0,404.0,671.0,1567.0,1087.0,0.0,128.0,570.0,0.0,0.0,0.0,0.0,
test,2488,50,RL,Sawyer,Lvl,Inside,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,Y,FuseA,Detchd,WD,Normal,7,8,1,3,2,3,1,5,1,5,0,0,1,1,2,6,1,3,6,2,4,1,1,3,3,0,1,0,2,0,7,2007,1940,1998,1940,1302.0,224.0,70.0,6960.0,0.0,258.0,0.0,422.0,680.0,798.0,504.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,
test,2489,20,RL,Sawyer,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,6,5,1,3,2,3,1,3,1,3,0,0,1,0,3,6,1,3,6,1,3,1,2,3,3,0,0,0,2,0,10,2007,1954,1995,1954,1299.0,494.0,91.0,11375.0,0.0,736.0,0.0,231.0,967.0,1299.0,0.0,0.0,81.0,0.0,280.0,0.0,0.0,0.0,
test,2490,20,RL,Sawyer,Lvl,Corner,Feedr,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,5,6,1,3,2,3,2,3,4,3,1,0,1,0,3,6,1,2,6,2,4,1,1,3,3,0,0,0,2,0,10,2007,1958,1998,1958,1176.0,303.0,85.0,13770.0,340.0,190.0,873.0,95.0,1158.0,1176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,2491,20,RL,Sawyer,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Slab,GasA,N,FuseA,Detchd,WD,Normal,4,7,0,3,0,0,0,0,0,3,0,0,1,0,3,5,1,2,3,0,0,1,2,2,3,0,0,0,2,0,5,2007,1945,1950,1952,998.0,460.0,50.0,9000.0,0.0,0.0,0.0,0.0,0.0,998.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,
test,2492,20,RL,ClearCr,Lvl,Corner,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,6,5,1,3,3,3,1,4,2,5,0,0,2,0,3,7,1,2,6,1,3,3,2,3,3,0,4,0,2,0,2,2007,1984,1984,1984,1522.0,552.0,74.0,11075.0,136.0,299.0,891.0,0.0,1190.0,1522.0,0.0,0.0,0.0,77.0,0.0,0.0,168.0,0.0,
test,2493,20,RL,Edwards,Lvl,Corner,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,5,7,1,4,2,4,2,4,1,5,0,0,2,0,3,6,1,3,6,1,3,1,2,3,3,1,0,0,2,0,7,2007,1948,2005,1996,1325.0,576.0,90.0,17541.0,0.0,300.0,0.0,109.0,409.0,1325.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,
test,2494,20,RL,Edwards,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Attchd,COD,Normal,5,5,1,3,2,3,1,3,1,3,0,0,2,0,3,6,1,2,2,1,3,1,2,3,3,1,0,0,1,0,3,2007,1953,1953,1953,1630.0,649.0,95.0,22692.0,0.0,587.0,0.0,486.0,1073.0,1630.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,
test,2495,20,RL,Edwards,Lvl,Inside,Feedr,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,N,SBrkr,Attchd,WD,Normal,4,5,1,3,2,3,1,1,1,3,0,0,1,0,2,4,1,2,2,0,0,1,1,3,3,0,0,0,0,0,7,2007,1946,1950,1946,1242.0,336.0,84.0,17808.0,0.0,0.0,0.0,484.0,484.0,1242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,2496,20,RL,ClearCr,Lvl,Corner,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,Stone,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,6,7,1,4,3,2,1,2,1,5,0,0,3,0,4,6,1,3,3,2,4,3,2,3,3,1,0,0,2,0,7,2007,1954,1994,1954,2422.0,527.0,102.0,12671.0,300.0,353.0,0.0,935.0,1288.0,2422.0,0.0,0.0,0.0,63.0,0.0,0.0,144.0,0.0,
test,2497,50,RL,Edwards,Lvl,Inside,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,6,6,1,3,2,3,1,4,1,5,0,0,1,1,3,6,1,3,6,0,0,1,1,3,3,0,0,0,2,0,5,2007,1954,1954,1954,1626.0,332.0,70.0,10512.0,0.0,491.0,0.0,497.0,988.0,988.0,638.0,0.0,366.0,0.0,0.0,0.0,0.0,0.0,
test,2498,20,RL,SWISU,HLS,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,5,5,1,3,2,3,1,3,1,3,0,1,1,0,3,6,1,2,6,0,0,1,1,3,3,0,0,0,2,0,5,2007,1958,1958,1958,864.0,399.0,60.0,5400.0,0.0,453.0,0.0,411.0,864.0,864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,2499,30,RL,Edwards,Lvl,CulDSac,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,Slab,GasA,N,SBrkr,Detchd,WD,Normal,4,5,1,3,0,0,0,0,0,3,0,0,1,0,3,5,1,3,3,0,0,1,1,3,3,1,0,0,0,0,8,2007,1958,1994,1958,943.0,308.0,70.0,11515.0,0.0,0.0,0.0,0.0,0.0,943.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,
test,2500,120,RL,Edwards,Lvl,Inside,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,5,6,2,5,2,3,1,2,6,4,0,0,2,0,2,5,1,2,6,0,0,2,1,3,3,0,0,1,2,0,7,2007,1984,1984,1984,1038.0,264.0,39.0,3869.0,149.0,283.0,755.0,0.0,1038.0,1038.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,
test,2501,20,RL,Edwards,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,5,6,1,3,1,3,1,5,1,5,1,0,1,0,4,7,1,2,6,0,0,1,1,3,3,0,0,0,2,0,4,2007,1951,1951,1951,1342.0,256.0,58.0,9280.0,0.0,557.0,0.0,785.0,1342.0,1342.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,2502,50,RL,Edwards,Lvl,Inside,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,N,SBrkr,Attchd,WD,Normal,5,6,1,3,2,3,2,2,1,3,1,0,1,0,4,7,1,2,6,1,4,1,1,3,3,0,0,0,2,0,7,2007,1951,1994,1951,1480.0,253.0,60.0,11100.0,0.0,1080.0,0.0,0.0,1080.0,1080.0,400.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,
test,2503,50,RL,Edwards,Lvl,Inside,Norm,Norm,1Fam,1.5Fin,Gambrel,CompShg,MetalSd,MetalSd,None,BrkTil,GasW,N,SBrkr,Detchd,WD,Normal,4,5,0,2,2,2,1,1,1,2,0,0,2,0,4,7,1,2,6,0,0,1,1,2,3,0,1,0,1,0,3,2007,1920,1950,1920,1362.0,280.0,50.0,7550.0,0.0,0.0,0.0,951.0,951.0,986.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,2504,50,RL,SawyerW,Lvl,Inside,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,6,5,1,3,2,3,1,1,1,5,0,0,2,0,4,7,1,3,3,1,1,1,2,3,3,0,0,0,1,0,4,2007,1984,1984,1984,1822.0,515.0,104.0,23920.0,0.0,0.0,0.0,1105.0,1105.0,1105.0,717.0,0.0,0.0,195.0,1012.0,0.0,0.0,444.0,
test,2505,60,RL,SawyerW,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,CWD,Normal,7,5,2,4,3,4,1,6,1,5,1,0,2,1,3,7,1,3,6,1,3,2,2,3,3,0,0,0,2,0,7,2007,1994,2001,1994,1958.0,499.0,75.0,9317.0,0.0,497.0,0.0,282.0,779.0,1029.0,929.0,0.0,202.0,93.0,0.0,0.0,0.0,0.0,
test,2506,20,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,New,Partial,8,5,2,3,3,3,3,1,1,5,0,0,2,0,3,7,1,3,6,1,4,3,3,3,3,0,0,0,2,0,9,2007,2007,2007,2007,1651.0,870.0,71.0,9178.0,306.0,0.0,0.0,1643.0,1643.0,1651.0,0.0,0.0,204.0,64.0,0.0,0.0,0.0,0.0,
test,2507,20,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Attchd,New,Partial,8,5,2,3,3,3,3,1,1,5,0,0,2,1,3,8,1,3,6,0,0,3,3,3,3,1,0,0,2,0,6,2007,2006,2007,2006,2140.0,894.0,93.0,10481.0,0.0,0.0,0.0,2140.0,2140.0,2140.0,0.0,0.0,136.0,32.0,0.0,0.0,0.0,0.0,
test,2508,20,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,New,Partial,8,5,2,3,3,3,3,1,1,5,0,0,2,0,3,7,1,3,6,1,4,2,3,3,3,1,0,0,2,0,9,2007,2007,2007,2007,1651.0,870.0,66.0,10235.0,306.0,0.0,0.0,1643.0,1643.0,1651.0,0.0,0.0,192.0,64.0,0.0,0.0,0.0,0.0,
test,2509,20,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,2,6,1,5,0,0,2,0,3,7,1,3,6,0,0,2,3,3,3,1,0,0,2,0,6,2007,2005,2006,2005,1546.0,796.0,75.0,11750.0,204.0,20.0,0.0,1526.0,1546.0,1546.0,0.0,0.0,144.0,42.0,0.0,0.0,0.0,0.0,
test,2510,20,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,8,5,2,3,3,3,1,6,1,5,0,0,2,0,3,7,1,3,6,1,4,2,2,3,3,0,0,0,2,0,6,2007,2006,2006,2005,1500.0,674.0,73.0,8760.0,132.0,36.0,0.0,1453.0,1489.0,1500.0,0.0,0.0,144.0,38.0,0.0,0.0,0.0,0.0,
test,2511,20,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,1,1,1,5,0,0,2,0,2,6,1,3,6,0,0,2,2,3,3,0,0,0,2,0,7,2007,2005,2006,2005,1270.0,524.0,64.0,7242.0,0.0,0.0,0.0,1270.0,1270.0,1270.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,
test,2512,60,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,4,1,1,5,0,0,2,1,3,7,1,3,6,0,0,2,2,3,3,0,0,0,2,0,10,2007,2005,2006,2005,1795.0,578.0,78.0,9316.0,0.0,0.0,0.0,879.0,879.0,879.0,916.0,0.0,164.0,111.0,0.0,0.0,0.0,0.0,
test,2513,60,RL,SawyerW,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,1,6,2,5,1,0,2,1,3,7,1,3,6,1,3,2,2,3,3,1,4,0,2,0,5,2007,1988,1988,1988,1873.0,619.0,70.0,8883.0,360.0,608.0,321.0,0.0,929.0,946.0,927.0,0.0,108.0,48.0,0.0,0.0,144.0,0.0,
test,2514,20,RL,ClearCr,Low,Inside,Norm,Norm,1Fam,1Story,Shed,WdShngl,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,8,6,2,3,3,4,4,2,6,5,2,0,0,1,0,5,1,3,6,2,2,3,2,3,3,1,0,2,2,0,5,2007,1976,1976,1976,1743.0,529.0,155.0,20064.0,0.0,51.0,915.0,0.0,966.0,1743.0,0.0,0.0,646.0,0.0,0.0,0.0,0.0,0.0,
test,2515,20,RL,CollgCr,Lvl,CulDSac,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Detchd,WD,Normal,5,5,1,3,3,3,1,5,1,4,0,1,1,0,3,6,1,2,6,0,0,1,2,3,3,2,0,0,2,0,8,2007,1994,1994,1995,1022.0,747.0,50.0,14217.0,0.0,550.0,0.0,472.0,1022.0,1022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,2516,60,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,6,6,1,4,3,3,1,6,1,5,1,0,2,1,3,6,1,3,6,0,0,2,2,3,3,1,0,0,2,0,5,2007,1997,2006,1997,1308.0,497.0,57.0,10021.0,0.0,539.0,0.0,96.0,635.0,646.0,662.0,0.0,142.0,54.0,0.0,0.0,0.0,0.0,
test,2517,20,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Detchd,WD,Normal,5,7,1,4,3,4,1,6,1,5,1,0,1,0,3,5,1,2,6,0,0,1,1,3,3,2,0,0,2,0,7,2007,1994,1994,1995,990.0,384.0,60.0,8428.0,0.0,420.0,0.0,570.0,990.0,990.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,
test,2518,20,RL,CollgCr,Low,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,5,5,1,3,3,3,1,5,1,5,1,0,1,1,3,6,1,2,6,0,0,1,1,3,3,2,4,1,2,0,7,2007,1996,1996,1996,1097.0,242.0,70.0,16561.0,0.0,549.0,0.0,548.0,1097.0,1097.0,0.0,0.0,306.0,0.0,0.0,0.0,0.0,0.0,
test,2519,60,RL,CollgCr,Lvl,CulDSac,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,4,6,1,5,0,0,2,1,3,7,1,3,6,1,3,2,2,3,3,2,0,0,2,0,3,2007,1999,1999,1999,1873.0,597.0,47.0,10820.0,0.0,342.0,0.0,646.0,988.0,988.0,885.0,0.0,202.0,123.0,0.0,0.0,0.0,0.0,
test,2520,60,RL,CollgCr,Lvl,CulDSac,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,1,6,1,5,1,0,2,1,3,7,1,2,6,1,2,2,2,3,3,2,0,0,2,0,3,2007,1998,1999,1998,1753.0,534.0,43.0,12352.0,290.0,638.0,0.0,215.0,853.0,853.0,900.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,
test,2521,60,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,1,1,1,5,0,0,2,1,3,7,1,3,6,0,0,2,2,3,3,1,0,0,2,0,2,2007,2001,2001,2001,1690.0,517.0,68.0,9543.0,0.0,0.0,0.0,845.0,845.0,845.0,845.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,
test,2522,60,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,WD,Normal,7,5,2,3,3,3,1,6,1,5,1,0,2,1,3,7,1,3,6,1,3,3,2,3,3,0,0,0,2,0,7,2007,2000,2000,2000,1842.0,486.0,70.0,8826.0,144.0,841.0,0.0,144.0,985.0,985.0,857.0,0.0,193.0,96.0,0.0,0.0,0.0,0.0,
test,2523,20,RL,CollgCr,Bnk,Inside,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Family,5,5,1,3,3,3,3,4,1,3,0,0,1,0,3,5,1,2,6,0,0,1,2,3,3,1,0,0,2,0,8,2007,1974,1974,1974,894.0,440.0,97.0,11800.0,0.0,663.0,0.0,201.0,864.0,894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,2524,80,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,5,5,1,4,3,3,3,6,1,3,0,0,2,0,3,6,1,2,6,1,2,1,2,3,3,1,0,0,2,0,7,2007,1976,1976,1979,1025.0,370.0,59.0,8660.0,113.0,502.0,0.0,513.0,1015.0,1025.0,0.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,
test,2525,80,RL,CollgCr,Lvl,Inside,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,5,7,1,3,2,0,3,5,1,3,0,0,2,0,3,6,1,2,6,1,2,1,2,3,3,0,1,0,2,0,6,2007,1977,1977,1977,1009.0,576.0,72.0,9720.0,51.00000000000001,755.0,0.0,240.0,995.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,2526,20,RL,CollgCr,Lvl,CulDSac,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,None,CBlock,GasA,Y,SBrkr,Detchd,WD,Normal,5,5,1,3,3,3,3,5,1,3,0,0,1,1,3,5,1,2,6,0,0,1,2,3,3,1,1,0,2,0,1,2007,1977,1977,1977,1040.0,748.0,45.0,8982.0,0.0,539.0,0.0,501.0,1040.0,1040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
test,2527,20,RL,CollgCr,Lvl,CulDSac,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Attchd,WD,Normal,5,4,1,3,3,3,3,3,4,3,1,0,1,0,3,5,1,2,6,0,0,2,1,3,3,1,1,0,2,0,1,2007,1977,1977,1977,907.0,308.0,39.0,16300.0,0.0,60.0,417.0,399.0,876.0,907.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
